collision_id,type,species,threshold_eV,energy_eV,cross_section_m2
C36,EXCITATION,Ar,14.686,15.4,2.02e-24
C36,EXCITATION,Ar,14.686,15.5,2.27e-24
C36,EXCITATION,Ar,14.686,15.6,2.52e-24
C36,EXCITATION,Ar,14.686,15.7,2.76e-24
C36,EXCITATION,Ar,14.686,15.8,2.99e-24
C36,EXCITATION,Ar,14.686,15.9,3.22e-24
C36,EXCITATION,Ar,14.686,16.0,3.44e-24
C36,EXCITATION,Ar,14.686,16.1,3.65e-24
C36,EXCITATION,Ar,14.686,16.2,3.87e-24
C36,EXCITATION,Ar,14.686,16.3,4.07e-24
C36,EXCITATION,Ar,14.686,16.4,4.27e-24
C36,EXCITATION,Ar,14.686,16.5,4.46e-24
C36,EXCITATION,Ar,14.686,16.6,4.65e-24
C36,EXCITATION,Ar,14.686,16.7,4.84e-24
C36,EXCITATION,Ar,14.686,16.8,5.02e-24
C36,EXCITATION,Ar,14.686,16.9,5.19e-24
C36,EXCITATION,Ar,14.686,17.0,5.37e-24
C36,EXCITATION,Ar,14.686,17.1,5.53e-24
C36,EXCITATION,Ar,14.686,17.2,5.69e-24
C36,EXCITATION,Ar,14.686,17.3,5.85e-24
C36,EXCITATION,Ar,14.686,17.4,6.01e-24
C36,EXCITATION,Ar,14.686,17.5,6.16e-24
C36,EXCITATION,Ar,14.686,17.6,6.3e-24
C36,EXCITATION,Ar,14.686,17.7,6.45e-24
C36,EXCITATION,Ar,14.686,17.8,6.59e-24
C36,EXCITATION,Ar,14.686,17.9,6.72e-24
C36,EXCITATION,Ar,14.686,18.0,6.85e-24
C36,EXCITATION,Ar,14.686,18.1,6.98e-24
C36,EXCITATION,Ar,14.686,18.2,7.11e-24
C36,EXCITATION,Ar,14.686,18.3,7.23e-24
C36,EXCITATION,Ar,14.686,18.4,7.35e-24
C36,EXCITATION,Ar,14.686,18.5,7.47e-24
C36,EXCITATION,Ar,14.686,18.6,7.58e-24
C36,EXCITATION,Ar,14.686,18.7,7.69e-24
C36,EXCITATION,Ar,14.686,18.8,7.8e-24
C36,EXCITATION,Ar,14.686,18.9,7.91e-24
C36,EXCITATION,Ar,14.686,19.0,8.01e-24
C36,EXCITATION,Ar,14.686,19.1,8.11e-24
C36,EXCITATION,Ar,14.686,19.2,8.21e-24
C36,EXCITATION,Ar,14.686,19.3,8.3e-24
C36,EXCITATION,Ar,14.686,19.4,8.39e-24
C36,EXCITATION,Ar,14.686,19.5,8.48e-24
C36,EXCITATION,Ar,14.686,19.6,8.57e-24
C36,EXCITATION,Ar,14.686,19.7,8.66e-24
C36,EXCITATION,Ar,14.686,19.8,8.74e-24
C36,EXCITATION,Ar,14.686,19.9,8.82e-24
C36,EXCITATION,Ar,14.686,21.0,9.6e-24
C36,EXCITATION,Ar,14.686,22.0,1.01e-23
C36,EXCITATION,Ar,14.686,23.0,1.05e-23
C36,EXCITATION,Ar,14.686,24.0,1.08e-23
C36,EXCITATION,Ar,14.686,25.0,1.11e-23
C36,EXCITATION,Ar,14.686,26.0,1.12e-23
C36,EXCITATION,Ar,14.686,27.0,1.13e-23
C36,EXCITATION,Ar,14.686,28.0,1.14e-23
C36,EXCITATION,Ar,14.686,29.0,1.14e-23
C36,EXCITATION,Ar,14.686,30.0,1.14e-23
C36,EXCITATION,Ar,14.686,31.0,1.14e-23
C36,EXCITATION,Ar,14.686,32.0,1.13e-23
C36,EXCITATION,Ar,14.686,33.0,1.13e-23
C36,EXCITATION,Ar,14.686,34.0,1.12e-23
C36,EXCITATION,Ar,14.686,35.0,1.11e-23
C36,EXCITATION,Ar,14.686,36.0,1.1e-23
C36,EXCITATION,Ar,14.686,37.0,1.09e-23
C36,EXCITATION,Ar,14.686,38.0,1.08e-23
C36,EXCITATION,Ar,14.686,39.0,1.07e-23
C36,EXCITATION,Ar,14.686,40.0,1.06e-23
C36,EXCITATION,Ar,14.686,41.0,1.05e-23
C36,EXCITATION,Ar,14.686,42.0,1.04e-23
C36,EXCITATION,Ar,14.686,43.0,1.03e-23
C36,EXCITATION,Ar,14.686,44.0,1.01e-23
C36,EXCITATION,Ar,14.686,45.0,1e-23
C36,EXCITATION,Ar,14.686,55.0,8.93e-24
C36,EXCITATION,Ar,14.686,60.0,8.44e-24
C36,EXCITATION,Ar,14.686,65.0,7.98e-24
C36,EXCITATION,Ar,14.686,70.0,7.57e-24
C36,EXCITATION,Ar,14.686,75.0,7.19e-24
C36,EXCITATION,Ar,14.686,80.0,6.84e-24
C36,EXCITATION,Ar,14.686,85.0,6.52e-24
C36,EXCITATION,Ar,14.686,90.0,6.23e-24
C36,EXCITATION,Ar,14.686,95.0,5.97e-24
C36,EXCITATION,Ar,14.686,100.0,5.72e-24
C37,EXCITATION,Ar,14.735,14.735,0.0
C37,EXCITATION,Ar,14.735,14.8,5.23e-25
C37,EXCITATION,Ar,14.735,14.9,1.32e-24
C37,EXCITATION,Ar,14.735,15.0,2.09e-24
C37,EXCITATION,Ar,14.735,15.1,2.85e-24
C37,EXCITATION,Ar,14.735,15.2,3.58e-24
C37,EXCITATION,Ar,14.735,15.3,4.29e-24
C37,EXCITATION,Ar,14.735,15.4,4.99e-24
C37,EXCITATION,Ar,14.735,15.5,5.67e-24
C37,EXCITATION,Ar,14.735,15.6,6.33e-24
C37,EXCITATION,Ar,14.735,15.7,6.97e-24
C37,EXCITATION,Ar,14.735,15.8,7.59e-24
C37,EXCITATION,Ar,14.735,15.9,8.2e-24
C37,EXCITATION,Ar,14.735,16.0,8.8e-24
C37,EXCITATION,Ar,14.735,16.1,9.37e-24
C37,EXCITATION,Ar,14.735,16.2,9.94e-24
C37,EXCITATION,Ar,14.735,16.3,1.05e-23
C37,EXCITATION,Ar,14.735,16.4,1.1e-23
C37,EXCITATION,Ar,14.735,16.5,1.15e-23
C37,EXCITATION,Ar,14.735,16.6,1.21e-23
C37,EXCITATION,Ar,14.735,16.7,1.25e-23
C37,EXCITATION,Ar,14.735,16.8,1.3e-23
C37,EXCITATION,Ar,14.735,16.9,1.35e-23
C37,EXCITATION,Ar,14.735,17.0,1.4e-23
C37,EXCITATION,Ar,14.735,17.1,1.44e-23
C37,EXCITATION,Ar,14.735,17.2,1.48e-23
C37,EXCITATION,Ar,14.735,17.3,1.53e-23
C37,EXCITATION,Ar,14.735,17.4,1.57e-23
C37,EXCITATION,Ar,14.735,17.5,1.61e-23
C37,EXCITATION,Ar,14.735,17.6,1.65e-23
C37,EXCITATION,Ar,14.735,17.7,1.69e-23
C37,EXCITATION,Ar,14.735,17.8,1.72e-23
C37,EXCITATION,Ar,14.735,17.9,1.76e-23
C37,EXCITATION,Ar,14.735,18.0,1.79e-23
C37,EXCITATION,Ar,14.735,18.1,1.83e-23
C37,EXCITATION,Ar,14.735,18.2,1.86e-23
C37,EXCITATION,Ar,14.735,18.3,1.9e-23
C37,EXCITATION,Ar,14.735,18.4,1.93e-23
C37,EXCITATION,Ar,14.735,18.5,1.96e-23
C37,EXCITATION,Ar,14.735,18.6,1.99e-23
C37,EXCITATION,Ar,14.735,18.7,2.02e-23
C37,EXCITATION,Ar,14.735,18.8,2.05e-23
C37,EXCITATION,Ar,14.735,18.9,2.08e-23
C37,EXCITATION,Ar,14.735,19.0,2.1e-23
C37,EXCITATION,Ar,14.735,19.1,2.13e-23
C37,EXCITATION,Ar,14.735,19.2,2.16e-23
C37,EXCITATION,Ar,14.735,19.3,2.18e-23
C37,EXCITATION,Ar,14.735,19.4,2.21e-23
C37,EXCITATION,Ar,14.735,19.5,2.23e-23
C37,EXCITATION,Ar,14.735,19.6,2.26e-23
C37,EXCITATION,Ar,14.735,19.7,2.28e-23
C37,EXCITATION,Ar,14.735,19.8,2.3e-23
C37,EXCITATION,Ar,14.735,19.9,2.32e-23
C37,EXCITATION,Ar,14.735,21.0,2.53e-23
C37,EXCITATION,Ar,14.735,22.0,2.67e-23
C37,EXCITATION,Ar,14.735,23.0,2.78e-23
C37,EXCITATION,Ar,14.735,24.0,2.86e-23
C37,EXCITATION,Ar,14.735,25.0,2.93e-23
C37,EXCITATION,Ar,14.735,26.0,2.97e-23
C37,EXCITATION,Ar,14.735,27.0,3e-23
C37,EXCITATION,Ar,14.735,28.0,3.01e-23
C37,EXCITATION,Ar,14.735,29.0,3.02e-23
C37,EXCITATION,Ar,14.735,30.0,3.02e-23
C37,EXCITATION,Ar,14.735,31.0,3.01e-23
C37,EXCITATION,Ar,14.735,32.0,3e-23
C37,EXCITATION,Ar,14.735,33.0,2.99e-23
C37,EXCITATION,Ar,14.735,34.0,2.97e-23
C37,EXCITATION,Ar,14.735,35.0,2.95e-23
C37,EXCITATION,Ar,14.735,36.0,2.92e-23
C37,EXCITATION,Ar,14.735,37.0,2.9e-23
C37,EXCITATION,Ar,14.735,38.0,2.87e-23
C37,EXCITATION,Ar,14.735,39.0,2.84e-23
C37,EXCITATION,Ar,14.735,40.0,2.81e-23
C37,EXCITATION,Ar,14.735,41.0,2.78e-23
C37,EXCITATION,Ar,14.735,42.0,2.75e-23
C37,EXCITATION,Ar,14.735,43.0,2.72e-23
C37,EXCITATION,Ar,14.735,44.0,2.69e-23
C37,EXCITATION,Ar,14.735,45.0,2.66e-23
C37,EXCITATION,Ar,14.735,55.0,2.37e-23
C37,EXCITATION,Ar,14.735,60.0,2.24e-23
C37,EXCITATION,Ar,14.735,65.0,2.12e-23
C37,EXCITATION,Ar,14.735,70.0,2.01e-23
C37,EXCITATION,Ar,14.735,75.0,1.91e-23
C37,EXCITATION,Ar,14.735,80.0,1.82e-23
C37,EXCITATION,Ar,14.735,85.0,1.73e-23
C37,EXCITATION,Ar,14.735,90.0,1.66e-23
C37,EXCITATION,Ar,14.735,95.0,1.58e-23
C37,EXCITATION,Ar,14.735,100.0,1.52e-23
C38,EXCITATION,Ar,14.805,14.805,0.0
C38,EXCITATION,Ar,14.805,14.9,6.76e-26
C38,EXCITATION,Ar,14.805,15.0,2.85e-25
C38,EXCITATION,Ar,14.805,15.1,6.45e-25
C38,EXCITATION,Ar,14.805,15.2,1.14e-24
C38,EXCITATION,Ar,14.805,15.3,1.76e-24
C38,EXCITATION,Ar,14.805,15.4,2.51e-24
C38,EXCITATION,Ar,14.805,15.5,3.37e-24
C38,EXCITATION,Ar,14.805,15.6,4.34e-24
C38,EXCITATION,Ar,14.805,15.7,5.42e-24
C38,EXCITATION,Ar,14.805,15.8,6.59e-24
C38,EXCITATION,Ar,14.805,15.9,7.86e-24
C38,EXCITATION,Ar,14.805,16.0,9.22e-24
C38,EXCITATION,Ar,14.805,16.1,1.07e-23
C38,EXCITATION,Ar,14.805,16.2,1.22e-23
C38,EXCITATION,Ar,14.805,16.3,1.38e-23
C38,EXCITATION,Ar,14.805,16.4,1.55e-23
C38,EXCITATION,Ar,14.805,16.5,1.72e-23
C38,EXCITATION,Ar,14.805,16.6,1.9e-23
C38,EXCITATION,Ar,14.805,16.7,2.08e-23
C38,EXCITATION,Ar,14.805,16.8,2.28e-23
C38,EXCITATION,Ar,14.805,16.9,2.47e-23
C38,EXCITATION,Ar,14.805,17.0,2.68e-23
C38,EXCITATION,Ar,14.805,17.1,2.88e-23
C38,EXCITATION,Ar,14.805,17.2,3.09e-23
C38,EXCITATION,Ar,14.805,17.3,3.31e-23
C38,EXCITATION,Ar,14.805,17.4,3.53e-23
C38,EXCITATION,Ar,14.805,17.5,3.75e-23
C38,EXCITATION,Ar,14.805,17.6,3.98e-23
C38,EXCITATION,Ar,14.805,17.7,4.21e-23
C38,EXCITATION,Ar,14.805,17.8,4.44e-23
C38,EXCITATION,Ar,14.805,17.9,4.67e-23
C38,EXCITATION,Ar,14.805,18.0,4.91e-23
C38,EXCITATION,Ar,14.805,18.1,5.15e-23
C38,EXCITATION,Ar,14.805,18.2,5.39e-23
C38,EXCITATION,Ar,14.805,18.3,5.64e-23
C38,EXCITATION,Ar,14.805,18.4,5.88e-23
C38,EXCITATION,Ar,14.805,18.5,6.13e-23
C38,EXCITATION,Ar,14.805,18.6,6.38e-23
C38,EXCITATION,Ar,14.805,18.7,6.63e-23
C38,EXCITATION,Ar,14.805,18.8,6.88e-23
C38,EXCITATION,Ar,14.805,18.9,7.14e-23
C38,EXCITATION,Ar,14.805,19.0,7.39e-23
C38,EXCITATION,Ar,14.805,19.1,7.65e-23
C38,EXCITATION,Ar,14.805,19.2,7.9e-23
C38,EXCITATION,Ar,14.805,19.3,8.16e-23
C38,EXCITATION,Ar,14.805,19.4,8.41e-23
C38,EXCITATION,Ar,14.805,19.5,8.67e-23
C38,EXCITATION,Ar,14.805,19.6,8.93e-23
C38,EXCITATION,Ar,14.805,19.7,9.19e-23
C38,EXCITATION,Ar,14.805,19.8,9.44e-23
C38,EXCITATION,Ar,14.805,19.9,9.7e-23
C38,EXCITATION,Ar,14.805,21.0,1.25e-22
C38,EXCITATION,Ar,14.805,22.0,1.5e-22
C38,EXCITATION,Ar,14.805,23.0,1.74e-22
C38,EXCITATION,Ar,14.805,24.0,1.97e-22
C38,EXCITATION,Ar,14.805,25.0,2.18e-22
C38,EXCITATION,Ar,14.805,26.0,2.38e-22
C38,EXCITATION,Ar,14.805,27.0,2.56e-22
C38,EXCITATION,Ar,14.805,28.0,2.74e-22
C38,EXCITATION,Ar,14.805,29.0,2.89e-22
C38,EXCITATION,Ar,14.805,30.0,3.04e-22
C38,EXCITATION,Ar,14.805,31.0,3.18e-22
C38,EXCITATION,Ar,14.805,32.0,3.3e-22
C38,EXCITATION,Ar,14.805,33.0,3.42e-22
C38,EXCITATION,Ar,14.805,34.0,3.52e-22
C38,EXCITATION,Ar,14.805,35.0,3.62e-22
C38,EXCITATION,Ar,14.805,36.0,3.71e-22
C38,EXCITATION,Ar,14.805,37.0,3.79e-22
C38,EXCITATION,Ar,14.805,38.0,3.86e-22
C38,EXCITATION,Ar,14.805,39.0,3.93e-22
C38,EXCITATION,Ar,14.805,40.0,3.99e-22
C38,EXCITATION,Ar,14.805,41.0,4.05e-22
C38,EXCITATION,Ar,14.805,42.0,4.1e-22
C38,EXCITATION,Ar,14.805,43.0,4.15e-22
C38,EXCITATION,Ar,14.805,44.0,4.19e-22
C38,EXCITATION,Ar,14.805,45.0,4.23e-22
C38,EXCITATION,Ar,14.805,55.0,4.45e-22
C38,EXCITATION,Ar,14.805,60.0,4.48e-22
C38,EXCITATION,Ar,14.805,65.0,4.48e-22
C38,EXCITATION,Ar,14.805,70.0,4.46e-22
C38,EXCITATION,Ar,14.805,75.0,4.43e-22
C38,EXCITATION,Ar,14.805,80.0,4.38e-22
C38,EXCITATION,Ar,14.805,85.0,4.33e-22
C38,EXCITATION,Ar,14.805,90.0,4.27e-22
C38,EXCITATION,Ar,14.805,95.0,4.21e-22
C38,EXCITATION,Ar,14.805,100.0,4.15e-22
C39,EXCITATION,Ar,15.103,15.103,0.0
C39,EXCITATION,Ar,15.103,15.2,9.42e-26
C39,EXCITATION,Ar,15.103,15.3,3.89e-25
C39,EXCITATION,Ar,15.103,15.4,8.74e-25
C39,EXCITATION,Ar,15.103,15.5,1.54e-24
C39,EXCITATION,Ar,15.103,15.6,2.38e-24
C39,EXCITATION,Ar,15.103,15.7,3.38e-24
C39,EXCITATION,Ar,15.103,15.8,4.54e-24
C39,EXCITATION,Ar,15.103,15.9,5.85e-24
C39,EXCITATION,Ar,15.103,16.0,7.3e-24
C39,EXCITATION,Ar,15.103,16.1,8.88e-24
C39,EXCITATION,Ar,15.103,16.2,1.06e-23
C39,EXCITATION,Ar,15.103,16.3,1.24e-23
C39,EXCITATION,Ar,15.103,16.4,1.44e-23
C39,EXCITATION,Ar,15.103,16.5,1.64e-23
C39,EXCITATION,Ar,15.103,16.6,1.86e-23
C39,EXCITATION,Ar,15.103,16.7,2.08e-23
C39,EXCITATION,Ar,15.103,16.8,2.31e-23
C39,EXCITATION,Ar,15.103,16.9,2.56e-23
C39,EXCITATION,Ar,15.103,17.0,2.81e-23
C39,EXCITATION,Ar,15.103,17.1,3.07e-23
C39,EXCITATION,Ar,15.103,17.2,3.33e-23
C39,EXCITATION,Ar,15.103,17.3,3.61e-23
C39,EXCITATION,Ar,15.103,17.4,3.89e-23
C39,EXCITATION,Ar,15.103,17.5,4.17e-23
C39,EXCITATION,Ar,15.103,17.6,4.46e-23
C39,EXCITATION,Ar,15.103,17.7,4.76e-23
C39,EXCITATION,Ar,15.103,17.8,5.06e-23
C39,EXCITATION,Ar,15.103,17.9,5.37e-23
C39,EXCITATION,Ar,15.103,18.0,5.68e-23
C39,EXCITATION,Ar,15.103,18.1,5.99e-23
C39,EXCITATION,Ar,15.103,18.2,6.31e-23
C39,EXCITATION,Ar,15.103,18.3,6.63e-23
C39,EXCITATION,Ar,15.103,18.4,6.96e-23
C39,EXCITATION,Ar,15.103,18.5,7.29e-23
C39,EXCITATION,Ar,15.103,18.6,7.62e-23
C39,EXCITATION,Ar,15.103,18.7,7.95e-23
C39,EXCITATION,Ar,15.103,18.8,8.29e-23
C39,EXCITATION,Ar,15.103,18.9,8.63e-23
C39,EXCITATION,Ar,15.103,19.0,8.97e-23
C39,EXCITATION,Ar,15.103,19.1,9.31e-23
C39,EXCITATION,Ar,15.103,19.2,9.65e-23
C39,EXCITATION,Ar,15.103,19.3,1e-22
C39,EXCITATION,Ar,15.103,19.4,1.03e-22
C39,EXCITATION,Ar,15.103,19.5,1.07e-22
C39,EXCITATION,Ar,15.103,19.6,1.1e-22
C39,EXCITATION,Ar,15.103,19.7,1.14e-22
C39,EXCITATION,Ar,15.103,19.8,1.17e-22
C39,EXCITATION,Ar,15.103,19.9,1.21e-22
C39,EXCITATION,Ar,15.103,21.0,1.6e-22
C39,EXCITATION,Ar,15.103,22.0,1.94e-22
C39,EXCITATION,Ar,15.103,23.0,2.27e-22
C39,EXCITATION,Ar,15.103,24.0,2.59e-22
C39,EXCITATION,Ar,15.103,25.0,2.89e-22
C39,EXCITATION,Ar,15.103,26.0,3.17e-22
C39,EXCITATION,Ar,15.103,27.0,3.43e-22
C39,EXCITATION,Ar,15.103,28.0,3.68e-22
C39,EXCITATION,Ar,15.103,29.0,3.9e-22
C39,EXCITATION,Ar,15.103,30.0,4.11e-22
C39,EXCITATION,Ar,15.103,31.0,4.31e-22
C39,EXCITATION,Ar,15.103,32.0,4.49e-22
C39,EXCITATION,Ar,15.103,33.0,4.65e-22
C39,EXCITATION,Ar,15.103,34.0,4.8e-22
C39,EXCITATION,Ar,15.103,35.0,4.94e-22
C39,EXCITATION,Ar,15.103,36.0,5.07e-22
C39,EXCITATION,Ar,15.103,37.0,5.19e-22
C39,EXCITATION,Ar,15.103,38.0,5.3e-22
C39,EXCITATION,Ar,15.103,39.0,5.4e-22
C39,EXCITATION,Ar,15.103,40.0,5.49e-22
C39,EXCITATION,Ar,15.103,41.0,5.57e-22
C39,EXCITATION,Ar,15.103,42.0,5.65e-22
C39,EXCITATION,Ar,15.103,43.0,5.72e-22
C39,EXCITATION,Ar,15.103,44.0,5.78e-22
C39,EXCITATION,Ar,15.103,45.0,5.84e-22
C39,EXCITATION,Ar,15.103,55.0,6.17e-22
C39,EXCITATION,Ar,15.103,60.0,6.23e-22
C39,EXCITATION,Ar,15.103,65.0,6.24e-22
C39,EXCITATION,Ar,15.103,70.0,6.22e-22
C39,EXCITATION,Ar,15.103,75.0,6.18e-22
C39,EXCITATION,Ar,15.103,80.0,6.12e-22
C39,EXCITATION,Ar,15.103,85.0,6.05e-22
C39,EXCITATION,Ar,15.103,90.0,5.98e-22
C39,EXCITATION,Ar,15.103,95.0,5.9e-22
C39,EXCITATION,Ar,15.103,100.0,5.81e-22
C40,EXCITATION,Ar,15.346,15.346,0.0
C40,EXCITATION,Ar,15.346,15.4,1.41e-26
C40,EXCITATION,Ar,15.346,15.5,1.17e-25
C40,EXCITATION,Ar,15.346,15.6,3.16e-25
C40,EXCITATION,Ar,15.346,15.7,6.06e-25
C40,EXCITATION,Ar,15.346,15.8,9.83e-25
C40,EXCITATION,Ar,15.346,15.9,1.44e-24
C40,EXCITATION,Ar,15.346,16.0,1.98e-24
C40,EXCITATION,Ar,15.346,16.1,2.59e-24
C40,EXCITATION,Ar,15.346,16.2,3.28e-24
C40,EXCITATION,Ar,15.346,16.3,4.03e-24
C40,EXCITATION,Ar,15.346,16.4,4.85e-24
C40,EXCITATION,Ar,15.346,16.5,5.72e-24
C40,EXCITATION,Ar,15.346,16.6,6.66e-24
C40,EXCITATION,Ar,15.346,16.7,7.65e-24
C40,EXCITATION,Ar,15.346,16.8,8.69e-24
C40,EXCITATION,Ar,15.346,16.9,9.78e-24
C40,EXCITATION,Ar,15.346,17.0,1.09e-23
C40,EXCITATION,Ar,15.346,17.1,1.21e-23
C40,EXCITATION,Ar,15.346,17.2,1.33e-23
C40,EXCITATION,Ar,15.346,17.3,1.46e-23
C40,EXCITATION,Ar,15.346,17.4,1.59e-23
C40,EXCITATION,Ar,15.346,17.5,1.72e-23
C40,EXCITATION,Ar,15.346,17.6,1.86e-23
C40,EXCITATION,Ar,15.346,17.7,2e-23
C40,EXCITATION,Ar,15.346,17.8,2.14e-23
C40,EXCITATION,Ar,15.346,17.9,2.29e-23
C40,EXCITATION,Ar,15.346,18.0,2.44e-23
C40,EXCITATION,Ar,15.346,18.1,2.59e-23
C40,EXCITATION,Ar,15.346,18.2,2.74e-23
C40,EXCITATION,Ar,15.346,18.3,2.9e-23
C40,EXCITATION,Ar,15.346,18.4,3.05e-23
C40,EXCITATION,Ar,15.346,18.5,3.21e-23
C40,EXCITATION,Ar,15.346,18.6,3.37e-23
C40,EXCITATION,Ar,15.346,18.7,3.54e-23
C40,EXCITATION,Ar,15.346,18.8,3.7e-23
C40,EXCITATION,Ar,15.346,18.9,3.87e-23
C40,EXCITATION,Ar,15.346,19.0,4.03e-23
C40,EXCITATION,Ar,15.346,19.1,4.2e-23
C40,EXCITATION,Ar,15.346,19.2,4.37e-23
C40,EXCITATION,Ar,15.346,19.3,4.54e-23
C40,EXCITATION,Ar,15.346,19.4,4.71e-23
C40,EXCITATION,Ar,15.346,19.5,4.88e-23
C40,EXCITATION,Ar,15.346,19.6,5.06e-23
C40,EXCITATION,Ar,15.346,19.7,5.23e-23
C40,EXCITATION,Ar,15.346,19.8,5.4e-23
C40,EXCITATION,Ar,15.346,19.9,5.58e-23
C40,EXCITATION,Ar,15.346,21.0,7.5e-23
C40,EXCITATION,Ar,15.346,22.0,9.24e-23
C40,EXCITATION,Ar,15.346,23.0,1.09e-22
C40,EXCITATION,Ar,15.346,24.0,1.25e-22
C40,EXCITATION,Ar,15.346,25.0,1.41e-22
C40,EXCITATION,Ar,15.346,26.0,1.55e-22
C40,EXCITATION,Ar,15.346,27.0,1.69e-22
C40,EXCITATION,Ar,15.346,28.0,1.81e-22
C40,EXCITATION,Ar,15.346,29.0,1.93e-22
C40,EXCITATION,Ar,15.346,30.0,2.04e-22
C40,EXCITATION,Ar,15.346,31.0,2.14e-22
C40,EXCITATION,Ar,15.346,32.0,2.23e-22
C40,EXCITATION,Ar,15.346,33.0,2.32e-22
C40,EXCITATION,Ar,15.346,34.0,2.4e-22
C40,EXCITATION,Ar,15.346,35.0,2.47e-22
C40,EXCITATION,Ar,15.346,36.0,2.54e-22
C40,EXCITATION,Ar,15.346,37.0,2.6e-22
C40,EXCITATION,Ar,15.346,38.0,2.66e-22
C40,EXCITATION,Ar,15.346,39.0,2.71e-22
C40,EXCITATION,Ar,15.346,40.0,2.76e-22
C40,EXCITATION,Ar,15.346,41.0,2.8e-22
C40,EXCITATION,Ar,15.346,42.0,2.84e-22
C40,EXCITATION,Ar,15.346,43.0,2.88e-22
C40,EXCITATION,Ar,15.346,44.0,2.91e-22
C40,EXCITATION,Ar,15.346,45.0,2.94e-22
C40,EXCITATION,Ar,15.346,55.0,3.12e-22
C40,EXCITATION,Ar,15.346,60.0,3.16e-22
C40,EXCITATION,Ar,15.346,65.0,3.17e-22
C40,EXCITATION,Ar,15.346,70.0,3.16e-22
C40,EXCITATION,Ar,15.346,75.0,3.14e-22
C40,EXCITATION,Ar,15.346,80.0,3.11e-22
C40,EXCITATION,Ar,15.346,85.0,3.08e-22
C40,EXCITATION,Ar,15.346,90.0,3.04e-22
C40,EXCITATION,Ar,15.346,95.0,3e-22
C40,EXCITATION,Ar,15.346,100.0,2.96e-22
C41,EXCITATION,Ar,15.66,15.66,0.0
C41,EXCITATION,Ar,15.66,15.7,1.91e-26
C41,EXCITATION,Ar,15.66,15.8,2.45e-25
C41,EXCITATION,Ar,15.66,15.9,7.16e-25
C41,EXCITATION,Ar,15.66,16.0,1.42e-24
C41,EXCITATION,Ar,15.66,16.1,2.35e-24
C41,EXCITATION,Ar,15.66,16.2,3.49e-24
C41,EXCITATION,Ar,15.66,16.3,4.83e-24
C41,EXCITATION,Ar,15.66,16.4,6.36e-24
C41,EXCITATION,Ar,15.66,16.5,8.08e-24
C41,EXCITATION,Ar,15.66,16.6,9.97e-24
C41,EXCITATION,Ar,15.66,16.7,1.2e-23
C41,EXCITATION,Ar,15.66,16.8,1.42e-23
C41,EXCITATION,Ar,15.66,16.9,1.66e-23
C41,EXCITATION,Ar,15.66,17.0,1.91e-23
C41,EXCITATION,Ar,15.66,17.1,2.17e-23
C41,EXCITATION,Ar,15.66,17.2,2.45e-23
C41,EXCITATION,Ar,15.66,17.3,2.74e-23
C41,EXCITATION,Ar,15.66,17.4,3.04e-23
C41,EXCITATION,Ar,15.66,17.5,3.35e-23
C41,EXCITATION,Ar,15.66,17.6,3.67e-23
C41,EXCITATION,Ar,15.66,17.7,4.01e-23
C41,EXCITATION,Ar,15.66,17.8,4.35e-23
C41,EXCITATION,Ar,15.66,17.9,4.7e-23
C41,EXCITATION,Ar,15.66,18.0,5.05e-23
C41,EXCITATION,Ar,15.66,18.1,5.42e-23
C41,EXCITATION,Ar,15.66,18.2,5.79e-23
C41,EXCITATION,Ar,15.66,18.3,6.17e-23
C41,EXCITATION,Ar,15.66,18.4,6.56e-23
C41,EXCITATION,Ar,15.66,18.5,6.95e-23
C41,EXCITATION,Ar,15.66,18.6,7.35e-23
C41,EXCITATION,Ar,15.66,18.7,7.75e-23
C41,EXCITATION,Ar,15.66,18.8,8.16e-23
C41,EXCITATION,Ar,15.66,18.9,8.57e-23
C41,EXCITATION,Ar,15.66,19.0,8.99e-23
C41,EXCITATION,Ar,15.66,19.1,9.41e-23
C41,EXCITATION,Ar,15.66,19.2,9.84e-23
C41,EXCITATION,Ar,15.66,19.3,1.03e-22
C41,EXCITATION,Ar,15.66,19.4,1.07e-22
C41,EXCITATION,Ar,15.66,19.5,1.11e-22
C41,EXCITATION,Ar,15.66,19.6,1.16e-22
C41,EXCITATION,Ar,15.66,19.7,1.2e-22
C41,EXCITATION,Ar,15.66,19.8,1.25e-22
C41,EXCITATION,Ar,15.66,19.9,1.29e-22
C41,EXCITATION,Ar,15.66,21.0,1.79e-22
C41,EXCITATION,Ar,15.66,22.0,2.24e-22
C41,EXCITATION,Ar,15.66,23.0,2.68e-22
C41,EXCITATION,Ar,15.66,24.0,3.11e-22
C41,EXCITATION,Ar,15.66,25.0,3.52e-22
C41,EXCITATION,Ar,15.66,26.0,3.9e-22
C41,EXCITATION,Ar,15.66,27.0,4.26e-22
C41,EXCITATION,Ar,15.66,28.0,4.6e-22
C41,EXCITATION,Ar,15.66,29.0,4.92e-22
C41,EXCITATION,Ar,15.66,30.0,5.21e-22
C41,EXCITATION,Ar,15.66,31.0,5.48e-22
C41,EXCITATION,Ar,15.66,32.0,5.74e-22
C41,EXCITATION,Ar,15.66,33.0,5.97e-22
C41,EXCITATION,Ar,15.66,34.0,6.19e-22
C41,EXCITATION,Ar,15.66,35.0,6.39e-22
C41,EXCITATION,Ar,15.66,36.0,6.57e-22
